t,u,y
29.02000000,1.74644184,636.42858887
29.04000000,1.08388567,636.42858887
29.06000000,1.08388567,630.00006104
29.08000000,1.08388567,623.57147217
29.10000000,1.08388567,617.14288330
29.12000000,1.08388567,604.28576660
29.14000000,1.08388567,604.28576660
29.16000000,1.08388567,591.42864990
29.18000000,1.08388567,591.42864990
29.20000000,1.08388567,585.00006104
29.22000000,1.08388567,585.00006104
29.24000000,1.08388567,572.14288330
29.26000000,1.08388567,572.14288330
29.28000000,1.74644184,572.14288330
29.30000000,1.74644184,578.57147217
29.32000000,1.74644184,591.42864990
29.34000000,1.74644184,604.28576660
29.36000000,1.74644184,610.71435547
29.38000000,1.74644184,623.57147217
29.40000000,1.74644184,623.57147217
29.42000000,1.74644184,636.42858887
29.44000000,1.08388567,636.42858887
29.46000000,1.08388567,630.00006104
29.48000000,1.08388567,630.00006104
29.50000000,1.08388567,617.14288330
29.52000000,1.74644184,604.28576660
29.54000000,1.74644184,610.71435547
29.56000000,1.74644184,610.71435547
29.58000000,1.74644184,623.57147217
29.60000000,1.74644184,630.00006104
29.62000000,1.74644184,630.00006104
29.64000000,1.74644184,636.42858887
29.66000000,1.74644184,636.42858887
29.68000000,1.74644184,636.42858887
29.70000000,1.74644184,636.42858887
29.72000000,1.74644184,649.28576660
29.74000000,1.74644184,642.85717773
29.76000000,1.08388567,642.85717773
29.78000000,1.08388567,642.85717773
29.80000000,1.08388567,630.00006104
29.82000000,1.08388567,623.57147217
29.84000000,1.74644184,610.71435547
29.86000000,1.74644184,610.71435547
29.88000000,1.74644184,623.57147217
29.90000000,1.74644184,623.57147217
29.92000000,1.74644184,630.00006104
29.94000000,1.74644184,636.42858887
29.96000000,1.74644184,636.42858887
29.98000000,1.74644184,642.85717773
30.00000000,1.08388567,642.85717773
30.02000000,1.08388567,636.42858887
30.04000000,1.08388567,630.00006104
30.06000000,1.08388567,617.14288330
30.08000000,1.08388567,610.71435547
30.10000000,1.08388567,604.28576660
30.12000000,1.08388567,597.85717773
30.14000000,1.08388567,591.42864990
30.16000000,1.08388567,585.00006104
30.18000000,1.08388567,578.57147217
30.20000000,1.08388567,578.57147217
30.22000000,1.08388567,572.14288330
30.24000000,1.08388567,572.14288330
30.26000000,1.08388567,572.14288330
30.28000000,1.08388567,565.71429443
30.30000000,1.08388567,565.71429443
30.32000000,1.74644184,565.71429443
30.34000000,1.74644184,572.14288330
30.36000000,1.74644184,585.00006104
30.38000000,1.74644184,597.85717773
30.40000000,1.74644184,610.71435547
30.42000000,1.74644184,617.14288330
30.44000000,1.74644184,623.57147217
30.46000000,1.74644184,630.00006104
30.48000000,1.74644184,636.42858887
30.50000000,1.74644184,636.42858887
30.52000000,1.74644184,642.85717773
30.54000000,1.74644184,636.42858887
30.56000000,1.74644184,642.85717773
30.58000000,1.74644184,642.85717773
30.60000000,1.74644184,642.85717773
30.62000000,1.74644184,649.28576660
30.64000000,1.08388567,649.28576660
30.66000000,1.08388567,642.85717773
30.68000000,1.08388567,630.00006104
30.70000000,1.08388567,617.14288330
30.72000000,1.08388567,617.14288330
30.74000000,1.08388567,604.28576660
30.76000000,1.08388567,604.28576660
30.78000000,1.08388567,591.42864990
30.80000000,1.74644184,585.00006104
30.82000000,1.74644184,591.42864990
30.84000000,1.74644184,604.28576660
30.86000000,1.74644184,610.71435547
30.88000000,1.08388567,610.71435547
30.90000000,1.08388567,617.14288330
30.92000000,1.08388567,610.71435547
30.94000000,1.08388567,597.85717773
30.96000000,1.08388567,597.85717773
30.98000000,1.08388567,591.42864990
31.00000000,1.08388567,585.00006104
31.02000000,1.08388567,578.57147217
31.04000000,1.74644184,578.57147217
31.06000000,1.74644184,585.00006104
31.08000000,1.74644184,591.42864990
31.10000000,1.74644184,604.28576660
31.12000000,1.74644184,617.14288330
31.14000000,1.74644184,617.14288330
31.16000000,1.74644184,630.00006104
31.18000000,1.74644184,630.00006104
31.20000000,1.74644184,636.42858887
31.22000000,1.74644184,636.42858887
31.24000000,1.74644184,642.85717773
31.26000000,1.74644184,642.85717773
31.28000000,1.08388567,642.85717773
31.30000000,1.08388567,642.85717773
31.32000000,1.08388567,630.00006104
31.34000000,1.08388567,623.57147217
31.36000000,1.08388567,610.71435547
31.38000000,1.08388567,610.71435547
31.40000000,1.08388567,597.85717773
31.42000000,1.08388567,591.42864990
31.44000000,1.74644184,591.42864990
31.46000000,1.74644184,591.42864990
31.48000000,1.74644184,604.28576660
31.50000000,1.74644184,610.71435547
31.52000000,1.08388567,617.14288330
31.54000000,1.08388567,617.14288330
31.56000000,1.08388567,610.71435547
31.58000000,1.08388567,597.85717773
31.60000000,1.74644184,597.85717773
31.62000000,1.74644184,597.85717773
31.64000000,1.74644184,610.71435547
31.66000000,1.74644184,617.14288330
31.68000000,1.74644184,623.57147217
31.70000000,1.74644184,630.00006104
31.72000000,1.74644184,630.00006104
31.74000000,1.74644184,636.42858887
31.76000000,1.08388567,636.42858887
31.78000000,1.08388567,636.42858887
31.80000000,1.08388567,630.00006104
31.82000000,1.08388567,617.14288330
31.84000000,1.08388567,610.71435547
31.86000000,1.08388567,597.85717773
31.88000000,1.08388567,591.42864990
